Scenario,Parameter,Estimate,Units,Stderr,CV%,2.5%CI,97.5%CI,Var.Inf.factor
WorkFlow,CMultStdev,0.512875048182627,,0.0241867513557068,4.71591500530443,0.465345641982602,0.560404454382652,
WorkFlow,tvVmax,4294.4840544179,,1759.5953743747,40.9733824151597,836.701648406273,7752.26646042953,
WorkFlow,tvKm,3710.56178558444,,7322.44558419403,197.340618680486,-10678.7824231665,18099.9059943354,
WorkFlow,tvV,59.2908179397901,,5.31446198923476,8.9633811337054,48.8473640461222,69.734271833458,
WorkFlow,tvKa,1.11370153787716,,0.232446715984632,20.8715448510291,0.656920293409257,1.57048278234506,
WorkFlow,K12,0.490318363365541,,0.3657254666567,74.5893880348196,-0.228369070377755,1.20900579710884,
WorkFlow,K21,2.96848971825188,,5.31460539993418,179.033983754672,-7.47524599190661,13.4122254284104,
WorkFlow,K13,0.0584722796097005,,0.00878205695881413,15.0191800583694,0.0412146518146907,0.0757299074047103,
WorkFlow,K31,0.0604844185841397,,0.00588701825478405,9.73311539168495,0.0489158338732965,0.0720530032949829,
WorkFlow,dVdWT,1.14450811252229,,0.24304937627282,21.2361427248587,0.666891571067748,1.62212465397683,
WorkFlow,CEps,0.499993366676239,,9.1715701667767,1834.33836887592,-17.5230671732796,18.5230539066321,
